# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
Toroidal_field_in_plasma_at_point_66_____________________________________ b_plasma_toroidal_profile66____ 5.79481132075471628e+00 
Toroidal_field_in_plasma_at_point_67_____________________________________ b_plasma_toroidal_profile67____ 5.78241335044929361e+00 
Toroidal_field_in_plasma_at_point_68_____________________________________ b_plasma_toroidal_profile68____ 5.77006831767719852e+00 
Toroidal_field_in_plasma_at_point_69_____________________________________ b_plasma_toroidal_profile69____ 5.75777588410737096e+00 
Toroidal_field_in_plasma_at_point_70_____________________________________ b_plasma_toroidal_profile70____ 5.74553571428571441e+00 
Toroidal_field_in_plasma_at_point_71_____________________________________ b_plasma_toroidal_profile71____ 5.73334747560458258e+00 
Toroidal_field_in_plasma_at_point_72_____________________________________ b_plasma_toroidal_profile72____ 5.72121083827265053e+00 
Toroidal_field_in_plasma_at_point_73_____________________________________ b_plasma_toroidal_profile73____ 5.70912547528517145e+00 
Toroidal_field_in_plasma_at_point_74_____________________________________ b_plasma_toroidal_profile74____ 5.69709106239460361e+00 
Toroidal_field_in_plasma_at_point_75_____________________________________ b_plasma_toroidal_profile75____ 5.68510727808161498e+00 
Toroidal_field_in_plasma_at_point_76_____________________________________ b_plasma_toroidal_profile76____ 5.67317380352644829e+00 
Toroidal_field_in_plasma_at_point_77_____________________________________ b_plasma_toroidal_profile77____ 5.66129032258064502e+00 
Toroidal_field_in_plasma_at_point_78_____________________________________ b_plasma_toroidal_profile78____ 5.64945652173913082e+00 
Toroidal_field_in_plasma_at_point_79_____________________________________ b_plasma_toroidal_profile79____ 5.63767209011264114e+00 
Toroidal_field_in_plasma_at_point_80_____________________________________ b_plasma_toroidal_profile80____ 5.62593671940050033e+00 
Toroidal_field_in_plasma_at_point_81_____________________________________ b_plasma_toroidal_profile81____ 5.61425010386373025e+00 
Toroidal_field_in_plasma_at_point_82_____________________________________ b_plasma_toroidal_profile82____ 5.60261194029850706e+00 
Toroidal_field_in_plasma_at_point_83_____________________________________ b_plasma_toroidal_profile83____ 5.59102192800992981e+00 
Toroidal_field_in_plasma_at_point_84_____________________________________ b_plasma_toroidal_profile84____ 5.57947976878612728e+00 
Toroidal_field_in_plasma_at_point_85_____________________________________ b_plasma_toroidal_profile85____ 5.56798516687268208e+00 
Toroidal_field_in_plasma_at_point_86_____________________________________ b_plasma_toroidal_profile86____ 5.55653782894736903e+00 
Toroidal_field_in_plasma_at_point_87_____________________________________ b_plasma_toroidal_profile87____ 5.54513746409519914e+00 
Toroidal_field_in_plasma_at_point_88_____________________________________ b_plasma_toroidal_profile88____ 5.53378378378378333e+00 
Toroidal_field_in_plasma_at_point_89_____________________________________ b_plasma_toroidal_profile89____ 5.52247650183898653e+00 
Toroidal_field_in_plasma_at_point_90_____________________________________ b_plasma_toroidal_profile90____ 5.51121533442088030e+00 
Toroidal_field_in_plasma_at_point_91_____________________________________ b_plasma_toroidal_profile91____ 5.50000000000000000e+00 
Toroidal_field_in_plasma_at_point_92_____________________________________ b_plasma_toroidal_profile92____ 5.48883021933387472e+00 
Toroidal_field_in_plasma_at_point_93_____________________________________ b_plasma_toroidal_profile93____ 5.47770571544385909e+00 
Toroidal_field_in_plasma_at_point_94_____________________________________ b_plasma_toroidal_profile94____ 5.46662621359223344e+00 
Toroidal_field_in_plasma_at_point_95_____________________________________ b_plasma_toroidal_profile95____ 5.45559144125958895e+00 
Toroidal_field_in_plasma_at_point_96_____________________________________ b_plasma_toroidal_profile96____ 5.44460112812248198e+00 
Toroidal_field_in_plasma_at_point_97_____________________________________ b_plasma_toroidal_profile97____ 5.43365500603136287e+00 
Toroidal_field_in_plasma_at_point_98_____________________________________ b_plasma_toroidal_profile98____ 5.42275280898876400e+00 
Toroidal_field_in_plasma_at_point_99_____________________________________ b_plasma_toroidal_profile99____ 5.41189427312775351e+00 
Toroidal_field_in_plasma_at_point_100____________________________________ b_plasma_toroidal_profile100___ 5.40107913669064743e+00 
Toroidal_field_in_plasma_at_point_101____________________________________ b_plasma_toroidal_profile101___ 5.39030714000797762e+00 
Toroidal_field_in_plasma_at_point_102____________________________________ b_plasma_toroidal_profile102___ 5.37957802547770747e+00 
Toroidal_field_in_plasma_at_point_103____________________________________ b_plasma_toroidal_profile103___ 5.36889153754469639e+00 
Toroidal_field_in_plasma_at_point_104____________________________________ b_plasma_toroidal_profile104___ 5.35824742268041199e+00 
Toroidal_field_in_plasma_at_point_105____________________________________ b_plasma_toroidal_profile105___ 5.34764542936288034e+00 
Toroidal_field_in_plasma_at_point_106____________________________________ b_plasma_toroidal_profile106___ 5.33708530805687165e+00 
Toroidal_field_in_plasma_at_point_107____________________________________ b_plasma_toroidal_profile107___ 5.32656681119432385e+00 
Toroidal_field_in_plasma_at_point_108____________________________________ b_plasma_toroidal_profile108___ 5.31608969315499635e+00 
Toroidal_field_in_plasma_at_point_109____________________________________ b_plasma_toroidal_profile109___ 5.30565371024735022e+00 
Toroidal_field_in_plasma_at_point_110____________________________________ b_plasma_toroidal_profile110___ 5.29525862068965569e+00 
Toroidal_field_in_plasma_at_point_111____________________________________ b_plasma_toroidal_profile111___ 5.28490418459131739e+00 
Toroidal_field_in_plasma_at_point_112____________________________________ b_plasma_toroidal_profile112___ 5.27459016393442592e+00 
Toroidal_field_in_plasma_at_point_113____________________________________ b_plasma_toroidal_profile113___ 5.26431632255551207e+00 
Toroidal_field_in_plasma_at_point_114____________________________________ b_plasma_toroidal_profile114___ 5.25408242612752741e+00 
Toroidal_field_in_plasma_at_point_115____________________________________ b_plasma_toroidal_profile115___ 5.24388824214202565e+00 
Toroidal_field_in_plasma_at_point_116____________________________________ b_plasma_toroidal_profile116___ 5.23373353989155721e+00 
Toroidal_field_in_plasma_at_point_117____________________________________ b_plasma_toroidal_profile117___ 5.22361809045226178e+00 
Toroidal_field_in_plasma_at_point_118____________________________________ b_plasma_toroidal_profile118___ 5.21354166666666607e+00 
Toroidal_field_in_plasma_at_point_119____________________________________ b_plasma_toroidal_profile119___ 5.20350404312668502e+00 
Toroidal_field_in_plasma_at_point_120____________________________________ b_plasma_toroidal_profile120___ 5.19350499615680228e+00 
Toroidal_field_in_plasma_at_point_121____________________________________ b_plasma_toroidal_profile121___ 5.18354430379746844e+00 
Toroidal_field_in_plasma_at_point_122____________________________________ b_plasma_toroidal_profile122___ 5.17362174578866796e+00 
Toroidal_field_in_plasma_at_point_123____________________________________ b_plasma_toroidal_profile123___ 5.16373710355368765e+00 
Toroidal_field_in_plasma_at_point_124____________________________________ b_plasma_toroidal_profile124___ 5.15389016018306645e+00 
Toroidal_field_in_plasma_at_point_125____________________________________ b_plasma_toroidal_profile125___ 5.14408070041872900e+00 
Toroidal_field_in_plasma_at_point_126____________________________________ b_plasma_toroidal_profile126___ 5.13430851063829863e+00 
Toroidal_field_in_plasma_at_point_127____________________________________ b_plasma_toroidal_profile127___ 5.12457337883958974e+00 
Toroidal_field_in_plasma_at_point_128____________________________________ b_plasma_toroidal_profile128___ 5.11487509462528323e+00 
Toroidal_field_in_plasma_at_point_129____________________________________ b_plasma_toroidal_profile129___ 5.10521344918775988e+00 
Toroidal_field_in_plasma_at_point_130____________________________________ b_plasma_toroidal_profile130___ 5.09558823529411775e+00 
Toroidal_field_in_plasma_at_point_131____________________________________ b_plasma_toroidal_profile131___ 5.08599924727135910e+00 
Toroidal_field_in_plasma_at_point_132____________________________________ b_plasma_toroidal_profile132___ 5.07644628099173545e+00 
Toroidal_field_in_plasma_at_point_133____________________________________ b_plasma_toroidal_profile133___ 5.06692913385826849e+00 
Toroidal_field_in_plasma_at_point_134____________________________________ b_plasma_toroidal_profile134___ 5.05744760479041844e+00 
Toroidal_field_in_plasma_at_point_135____________________________________ b_plasma_toroidal_profile135___ 5.04800149420993627e+00 
Toroidal_field_in_plasma_at_point_136____________________________________ b_plasma_toroidal_profile136___ 5.03859060402684555e+00 
Toroidal_field_in_plasma_at_point_137____________________________________ b_plasma_toroidal_profile137___ 5.02921473762560467e+00 
Toroidal_field_in_plasma_at_point_138____________________________________ b_plasma_toroidal_profile138___ 5.01987369985141196e+00 
Toroidal_field_in_plasma_at_point_139____________________________________ b_plasma_toroidal_profile139___ 5.01056729699666281e+00 
Toroidal_field_in_plasma_at_point_140____________________________________ b_plasma_toroidal_profile140___ 5.00129533678756477e+00 
Toroidal_field_in_plasma_at_point_141____________________________________ b_plasma_toroidal_profile141___ 4.99205762837088951e+00 
Toroidal_field_in_plasma_at_point_142____________________________________ b_plasma_toroidal_profile142___ 4.98285398230088550e+00 
Toroidal_field_in_plasma_at_point_143____________________________________ b_plasma_toroidal_profile143___ 4.97368421052631593e+00 
Toroidal_field_in_plasma_at_point_144____________________________________ b_plasma_toroidal_profile144___ 4.96454812637766363e+00 
Toroidal_field_in_plasma_at_point_145____________________________________ b_plasma_toroidal_profile145___ 4.95544554455445585e+00 
Toroidal_field_in_plasma_at_point_146____________________________________ b_plasma_toroidal_profile146___ 4.94637628111273830e+00 
Toroidal_field_in_plasma_at_point_147____________________________________ b_plasma_toroidal_profile147___ 4.93734015345268595e+00 
Toroidal_field_in_plasma_at_point_148____________________________________ b_plasma_toroidal_profile148___ 4.92833698030634615e+00 
Toroidal_field_in_plasma_at_point_149____________________________________ b_plasma_toroidal_profile149___ 4.91936658172551944e+00 
Toroidal_field_in_plasma_at_point_150____________________________________ b_plasma_toroidal_profile150___ 4.91042877906976738e+00 
Toroidal_field_in_plasma_at_point_151____________________________________ b_plasma_toroidal_profile151___ 4.90152339499455891e+00 
Toroidal_field_in_plasma_at_point_152____________________________________ b_plasma_toroidal_profile152___ 4.89265025343953663e+00 
Toroidal_field_in_plasma_at_point_153____________________________________ b_plasma_toroidal_profile153___ 4.88380917961691363e+00 
Toroidal_field_in_plasma_at_point_154____________________________________ b_plasma_toroidal_profile154___ 4.87500000000000000e+00 
Toroidal_field_in_plasma_at_point_155____________________________________ b_plasma_toroidal_profile155___ 4.86622254231184748e+00 
Toroidal_field_in_plasma_at_point_156____________________________________ b_plasma_toroidal_profile156___ 4.85747663551401931e+00 
Toroidal_field_in_plasma_at_point_157____________________________________ b_plasma_toroidal_profile157___ 4.84876210979547828e+00 
Toroidal_field_in_plasma_at_point_158____________________________________ b_plasma_toroidal_profile158___ 4.84007879656160434e+00 
Toroidal_field_in_plasma_at_point_159____________________________________ b_plasma_toroidal_profile159___ 4.83142652842331088e+00 
Toroidal_field_in_plasma_at_point_160____________________________________ b_plasma_toroidal_profile160___ 4.82280513918629516e+00 
Toroidal_field_in_plasma_at_point_161____________________________________ b_plasma_toroidal_profile161___ 4.81421446384039875e+00 
Toroidal_field_in_plasma_at_point_162____________________________________ b_plasma_toroidal_profile162___ 4.80565433854907553e+00 
Toroidal_field_in_plasma_at_point_163____________________________________ b_plasma_toroidal_profile163___ 4.79712460063897783e+00 
Toroidal_field_in_plasma_at_point_164____________________________________ b_plasma_toroidal_profile164___ 4.78862508858965263e+00 
Toroidal_field_in_plasma_at_point_165____________________________________ b_plasma_toroidal_profile165___ 4.78015564202334708e+00 
Toroidal_field_in_plasma_at_point_166____________________________________ b_plasma_toroidal_profile166___ 4.77171610169491522e+00 
Toroidal_field_in_plasma_at_point_167____________________________________ b_plasma_toroidal_profile167___ 4.76330630948184730e+00 
Toroidal_field_in_plasma_at_point_168____________________________________ b_plasma_toroidal_profile168___ 4.75492610837438434e+00 
Toroidal_field_in_plasma_at_point_169____________________________________ b_plasma_toroidal_profile169___ 4.74657534246575352e+00 
Toroidal_field_in_plasma_at_point_170____________________________________ b_plasma_toroidal_profile170___ 4.73825385694249679e+00 
Toroidal_field_in_plasma_at_point_171____________________________________ b_plasma_toroidal_profile171___ 4.72996149807490340e+00 
Toroidal_field_in_plasma_at_point_172____________________________________ b_plasma_toroidal_profile172___ 4.72169811320754729e+00 
Toroidal_field_in_plasma_at_point_173____________________________________ b_plasma_toroidal_profile173___ 4.71346355074991230e+00 
Toroidal_field_in_plasma_at_point_174____________________________________ b_plasma_toroidal_profile174___ 4.70525766016713032e+00 
Toroidal_field_in_plasma_at_point_175____________________________________ b_plasma_toroidal_profile175___ 4.69708029197080279e+00 
Toroidal_field_in_plasma_at_point_176____________________________________ b_plasma_toroidal_profile176___ 4.68893129770992356e+00 
Toroidal_field_in_plasma_at_point_177____________________________________ b_plasma_toroidal_profile177___ 4.68081052996189850e+00 
Toroidal_field_in_plasma_at_point_178____________________________________ b_plasma_toroidal_profile178___ 4.67271784232365128e+00 
Toroidal_field_in_plasma_at_point_179____________________________________ b_plasma_toroidal_profile179___ 4.66465308940283041e+00 
Toroidal_field_in_plasma_at_point_180____________________________________ b_plasma_toroidal_profile180___ 4.65661612680909709e+00 
Toroidal_field_in_plasma_at_point_181____________________________________ b_plasma_toroidal_profile181___ 4.64860681114551078e+00 
Toroidal_field_in_plasma_at_point_182____________________________________ b_plasma_toroidal_profile182___ 4.64062500000000000e+00 
Toroidal_field_in_plasma_at_point_183____________________________________ b_plasma_toroidal_profile183___ 4.63267055193692112e+00 
Toroidal_field_in_plasma_at_point_184____________________________________ b_plasma_toroidal_profile184___ 4.62474332648870678e+00 
Toroidal_field_in_plasma_at_point_185____________________________________ b_plasma_toroidal_profile185___ 4.61684318414759165e+00 
Toroidal_field_in_plasma_at_point_186____________________________________ b_plasma_toroidal_profile186___ 4.60896998635743582e+00 
Toroidal_field_in_plasma_at_point_187____________________________________ b_plasma_toroidal_profile187___ 4.60112359550561756e+00 
Toroidal_field_in_plasma_at_point_188____________________________________ b_plasma_toroidal_profile188___ 4.59330387491502456e+00 
Toroidal_field_in_plasma_at_point_189____________________________________ b_plasma_toroidal_profile189___ 4.58551068883610391e+00 
Toroidal_field_in_plasma_at_point_190____________________________________ b_plasma_toroidal_profile190___ 4.57774390243902474e+00 
Toroidal_field_in_plasma_at_point_191____________________________________ b_plasma_toroidal_profile191___ 4.57000338180588450e+00 
Toroidal_field_in_plasma_at_point_192____________________________________ b_plasma_toroidal_profile192___ 4.56228899392302534e+00 
Toroidal_field_in_plasma_at_point_193____________________________________ b_plasma_toroidal_profile193___ 4.55460060667340727e+00 
Toroidal_field_in_plasma_at_point_194____________________________________ b_plasma_toroidal_profile194___ 4.54693808882907113e+00 
Toroidal_field_in_plasma_at_point_195____________________________________ b_plasma_toroidal_profile195___ 4.53930131004366810e+00 
Toroidal_field_in_plasma_at_point_196____________________________________ b_plasma_toroidal_profile196___ 4.53169014084507005e+00 
Toroidal_field_in_plasma_at_point_197____________________________________ b_plasma_toroidal_profile197___ 4.52410445262805450e+00 
Toroidal_field_in_plasma_at_point_198____________________________________ b_plasma_toroidal_profile198___ 4.51654411764705888e+00 
Toroidal_field_in_plasma_at_point_199____________________________________ b_plasma_toroidal_profile199___ 4.50900900900900936e+00 
Toroidal_field_in_plasma_at_point_200____________________________________ b_plasma_toroidal_profile200___ 4.50149900066622255e+00 
Toroidal_field_in_plasma_at_point_201____________________________________ b_plasma_toroidal_profile201___ 4.49401396740937731e+00 
Toroidal_field_in_plasma_at_point_202____________________________________ b_plasma_toroidal_profile202___ 4.48655378486055767e+00 
Toroidal_field_in_plasma_at_point_203____________________________________ b_plasma_toroidal_profile203___ 4.47911832946635702e+00 
Toroidal_field_in_plasma_at_point_204____________________________________ b_plasma_toroidal_profile204___ 4.47170747849106576e+00 
Toroidal_field_in_plasma_at_point_205____________________________________ b_plasma_toroidal_profile205___ 4.46432111000991050e+00 
Toroidal_field_in_plasma_at_point_206____________________________________ b_plasma_toroidal_profile206___ 4.45695910290237496e+00 
Toroidal_field_in_plasma_at_point_207____________________________________ b_plasma_toroidal_profile207___ 4.44962133684557148e+00 
Toroidal_field_in_plasma_at_point_208____________________________________ b_plasma_toroidal_profile208___ 4.44230769230769251e+00 
Toroidal_field_in_plasma_at_point_209____________________________________ b_plasma_toroidal_profile209___ 4.43501805054151621e+00 
Toroidal_field_in_plasma_at_point_210____________________________________ b_plasma_toroidal_profile210___ 4.42775229357798139e+00 
Toroidal_field_in_plasma_at_point_211____________________________________ b_plasma_toroidal_profile211___ 4.42051030421982372e+00 
Toroidal_field_in_plasma_at_point_212____________________________________ b_plasma_toroidal_profile212___ 4.41329196603527052e+00 
Toroidal_field_in_plasma_at_point_213____________________________________ b_plasma_toroidal_profile213___ 4.40609716335180934e+00 
Toroidal_field_in_plasma_at_point_214____________________________________ b_plasma_toroidal_profile214___ 4.39892578125000000e+00 
Toroidal_field_in_plasma_at_point_215____________________________________ b_plasma_toroidal_profile215___ 4.39177770555736124e+00 
Toroidal_field_in_plasma_at_point_216____________________________________ b_plasma_toroidal_profile216___ 4.38465282284231073e+00 
Toroidal_field_in_plasma_at_point_217____________________________________ b_plasma_toroidal_profile217___ 4.37755102040816269e+00 
Toroidal_field_in_plasma_at_point_218____________________________________ b_plasma_toroidal_profile218___ 4.37047218628719314e+00 
Toroidal_field_in_plasma_at_point_219____________________________________ b_plasma_toroidal_profile219___ 4.36341620923474327e+00 
Toroidal_field_in_plasma_at_point_220____________________________________ b_plasma_toroidal_profile220___ 4.35638297872340452e+00 
Toroidal_field_in_plasma_at_point_221____________________________________ b_plasma_toroidal_profile221___ 4.34937238493723832e+00 
Toroidal_field_in_plasma_at_point_222____________________________________ b_plasma_toroidal_profile222___ 4.34238431876606690e+00 
Toroidal_field_in_plasma_at_point_223____________________________________ b_plasma_toroidal_profile223___ 4.33541867179980756e+00 
Toroidal_field_in_plasma_at_point_224____________________________________ b_plasma_toroidal_profile224___ 4.32847533632286918e+00 
Toroidal_field_in_plasma_at_point_225____________________________________ b_plasma_toroidal_profile225___ 4.32155420530860290e+00 
Toroidal_field_in_plasma_at_point_226____________________________________ b_plasma_toroidal_profile226___ 4.31465517241379271e+00 
Toroidal_field_in_plasma_at_point_227____________________________________ b_plasma_toroidal_profile227___ 4.30777813197322335e+00 
Toroidal_field_in_plasma_at_point_228____________________________________ b_plasma_toroidal_profile228___ 4.30092297899427134e+00 
Toroidal_field_in_plasma_at_point_229____________________________________ b_plasma_toroidal_profile229___ 4.29408960915157323e+00 
Toroidal_field_in_plasma_at_point_230____________________________________ b_plasma_toroidal_profile230___ 4.28727791878172582e+00 
Toroidal_field_in_plasma_at_point_231____________________________________ b_plasma_toroidal_profile231___ 4.28048780487804859e+00 
Toroidal_field_in_plasma_at_point_232____________________________________ b_plasma_toroidal_profile232___ 4.27371916508538963e+00 
Toroidal_field_in_plasma_at_point_233____________________________________ b_plasma_toroidal_profile233___ 4.26697189769497953e+00 
Toroidal_field_in_plasma_at_point_234____________________________________ b_plasma_toroidal_profile234___ 4.26024590163934480e+00 
Toroidal_field_in_plasma_at_point_235____________________________________ b_plasma_toroidal_profile235___ 4.25354107648725233e+00 
Toroidal_field_in_plasma_at_point_236____________________________________ b_plasma_toroidal_profile236___ 4.24685732243871783e+00 
Toroidal_field_in_plasma_at_point_237____________________________________ b_plasma_toroidal_profile237___ 4.24019454032004983e+00 
Toroidal_field_in_plasma_at_point_238____________________________________ b_plasma_toroidal_profile238___ 4.23355263157894779e+00 
Toroidal_field_in_plasma_at_point_239____________________________________ b_plasma_toroidal_profile239___ 4.22693149827963754e+00 
Toroidal_field_in_plasma_at_point_240____________________________________ b_plasma_toroidal_profile240___ 4.22033104309806362e+00 
Toroidal_field_in_plasma_at_point_241____________________________________ b_plasma_toroidal_profile241___ 4.21375116931711879e+00 
Toroidal_field_in_plasma_at_point_242____________________________________ b_plasma_toroidal_profile242___ 4.20719178082191725e+00 
Toroidal_field_in_plasma_at_point_243____________________________________ b_plasma_toroidal_profile243___ 4.20065278209511916e+00 
Toroidal_field_in_plasma_at_point_244____________________________________ b_plasma_toroidal_profile244___ 4.19413407821229089e+00 
Toroidal_field_in_plasma_at_point_245____________________________________ b_plasma_toroidal_profile245___ 4.18763557483731041e+00 
Toroidal_field_in_plasma_at_point_246____________________________________ b_plasma_toroidal_profile246___ 4.18115717821782162e+00 
Toroidal_field_in_plasma_at_point_247____________________________________ b_plasma_toroidal_profile247___ 4.17469879518072240e+00 
Toroidal_field_in_plasma_at_point_248____________________________________ b_plasma_toroidal_profile248___ 4.16826033312769884e+00 
Toroidal_field_in_plasma_at_point_249____________________________________ b_plasma_toroidal_profile249___ 4.16184170003079767e+00 
Toroidal_field_in_plasma_at_point_250____________________________________ b_plasma_toroidal_profile250___ 4.15544280442804492e+00 
Toroidal_field_in_plasma_at_point_251____________________________________ b_plasma_toroidal_profile251___ 4.14906355541909733e+00 
Toroidal_field_in_plasma_at_point_252____________________________________ b_plasma_toroidal_profile252___ 4.14270386266094448e+00 
Toroidal_field_in_plasma_at_point_253____________________________________ b_plasma_toroidal_profile253___ 4.13636363636363669e+00 
Toroidal_field_in_plasma_at_point_254____________________________________ b_plasma_toroidal_profile254___ 4.13004278728606344e+00 
Toroidal_field_in_plasma_at_point_255____________________________________ b_plasma_toroidal_profile255___ 4.12374122673176746e+00 
Toroidal_field_in_plasma_at_point_256____________________________________ b_plasma_toroidal_profile256___ 4.11745886654478976e+00 
Toroidal_field_in_plasma_at_point_257____________________________________ b_plasma_toroidal_profile257___ 4.11119561910556808e+00 
Toroidal_field_in_plasma_at_point_258____________________________________ b_plasma_toroidal_profile258___ 4.10495139732685299e+00 
Toroidal_field_in_plasma_at_point_259____________________________________ b_plasma_toroidal_profile259___ 4.09872611464968184e+00 
Toroidal_field_in_plasma_at_point_260____________________________________ b_plasma_toroidal_profile260___ 4.09251968503937036e+00 
Toroidal_field_in_plasma_at_point_261____________________________________ b_plasma_toroidal_profile261___ 4.08633202298155407e+00 
Toroidal_field_in_plasma_at_point_262____________________________________ b_plasma_toroidal_profile262___ 4.08016304347826075e+00 
Toroidal_field_in_plasma_at_point_263____________________________________ b_plasma_toroidal_profile263___ 4.07401266204401580e+00 
Toroidal_field_in_plasma_at_point_264____________________________________ b_plasma_toroidal_profile264___ 4.06788079470198749e+00 
Toroidal_field_in_plasma_at_point_265____________________________________ b_plasma_toroidal_profile265___ 4.06176735798016253e+00 
Toroidal_field_in_plasma_at_point_266____________________________________ b_plasma_toroidal_profile266___ 4.05567226890756327e+00 
Toroidal_field_in_plasma_at_point_267____________________________________ b_plasma_toroidal_profile267___ 4.04959544501048807e+00 
Toroidal_field_in_plasma_at_point_268____________________________________ b_plasma_toroidal_profile268___ 4.04353680430879692e+00 
Toroidal_field_in_plasma_at_point_269____________________________________ b_plasma_toroidal_profile269___ 4.03749626531222017e+00 
Toroidal_field_in_plasma_at_point_270____________________________________ b_plasma_toroidal_profile270___ 4.03147374701670635e+00 
Toroidal_field_in_plasma_at_point_271____________________________________ b_plasma_toroidal_profile271___ 4.02546916890080464e+00 
Toroidal_field_in_plasma_at_point_272____________________________________ b_plasma_toroidal_profile272___ 4.01948245092207035e+00 
Toroidal_field_in_plasma_at_point_273____________________________________ b_plasma_toroidal_profile273___ 4.01351351351351404e+00 
Toroidal_field_in_plasma_at_point_274____________________________________ b_plasma_toroidal_profile274___ 4.00756227758007100e+00 
Toroidal_field_in_plasma_at_point_275____________________________________ b_plasma_toroidal_profile275___ 4.00162866449511423e+00 
Toroidal_field_in_plasma_at_point_276____________________________________ b_plasma_toroidal_profile276___ 3.99571259609698393e+00 
Toroidal_field_in_plasma_at_point_277____________________________________ b_plasma_toroidal_profile277___ 3.98981399468556264e+00 
Toroidal_field_in_plasma_at_point_278____________________________________ b_plasma_toroidal_profile278___ 3.98393278301886822e+00 
Toroidal_field_in_plasma_at_point_279____________________________________ b_plasma_toroidal_profile279___ 3.97806888430968497e+00 
Toroidal_field_in_plasma_at_point_280____________________________________ b_plasma_toroidal_profile280___ 3.97222222222222276e+00 
Toroidal_field_in_plasma_at_point_281____________________________________ b_plasma_toroidal_profile281___ 3.96639272086879924e+00 
Toroidal_field_in_plasma_at_point_282____________________________________ b_plasma_toroidal_profile282___ 3.96058030480656509e+00 
Toroidal_field_in_plasma_at_point_283____________________________________ b_plasma_toroidal_profile283___ 3.95478489903424046e+00 
Toroidal_field_in_plasma_at_point_284____________________________________ b_plasma_toroidal_profile284___ 3.94900642898889531e+00 
Toroidal_field_in_plasma_at_point_285____________________________________ b_plasma_toroidal_profile285___ 3.94324482054274883e+00 
Toroidal_field_in_plasma_at_point_286____________________________________ b_plasma_toroidal_profile286___ 3.93749999999999956e+00 
Toroidal_field_in_plasma_at_point_287____________________________________ b_plasma_toroidal_profile287___ 3.93177189409368655e+00 
Toroidal_field_in_plasma_at_point_288____________________________________ b_plasma_toroidal_profile288___ 3.92606042998256832e+00 
Toroidal_field_in_plasma_at_point_289____________________________________ b_plasma_toroidal_profile289___ 3.92036553524804177e+00 
Toroidal_field_in_plasma_at_point_290____________________________________ b_plasma_toroidal_profile290___ 3.91468713789107747e+00 
Toroidal_field_in_plasma_at_point_291____________________________________ b_plasma_toroidal_profile291___ 3.90902516632918706e+00 
Toroidal_field_in_plasma_at_point_292____________________________________ b_plasma_toroidal_profile292___ 3.90337954939341447e+00 
Toroidal_field_in_plasma_at_point_293____________________________________ b_plasma_toroidal_profile293___ 3.89775021632535301e+00 
Toroidal_field_in_plasma_at_point_294____________________________________ b_plasma_toroidal_profile294___ 3.89213709677419395e+00 
Toroidal_field_in_plasma_at_point_295____________________________________ b_plasma_toroidal_profile295___ 3.88654012079378752e+00 
Toroidal_field_in_plasma_at_point_296____________________________________ b_plasma_toroidal_profile296___ 3.88095921883974748e+00 
Toroidal_field_in_plasma_at_point_297____________________________________ b_plasma_toroidal_profile297___ 3.87539432176656140e+00 
Toroidal_field_in_plasma_at_point_298____________________________________ b_plasma_toroidal_profile298___ 3.86984536082474229e+00 
Toroidal_field_in_plasma_at_point_299____________________________________ b_plasma_toroidal_profile299___ 3.86431226765799263e+00 
Toroidal_field_in_plasma_at_point_300____________________________________ b_plasma_toroidal_profile300___ 3.85879497430039953e+00 
Toroidal_field_in_plasma_at_point_301____________________________________ b_plasma_toroidal_profile301___ 3.85329341317365293e+00 
Toroidal_field_in_plasma_at_point_302____________________________________ b_plasma_toroidal_profile302___ 3.84780751708428204e+00 
Toroidal_field_in_plasma_at_point_303____________________________________ b_plasma_toroidal_profile303___ 3.84233721922092730e+00 
Toroidal_field_in_plasma_at_point_304____________________________________ b_plasma_toroidal_profile304___ 3.83688245315161813e+00 
Toroidal_field_in_plasma_at_point_305____________________________________ b_plasma_toroidal_profile305___ 3.83144315282109416e+00 
Toroidal_field_in_plasma_at_point_306____________________________________ b_plasma_toroidal_profile306___ 3.82601925254813136e+00 
Toroidal_field_in_plasma_at_point_307____________________________________ b_plasma_toroidal_profile307___ 3.82061068702290063e+00 
Toroidal_field_in_plasma_at_point_308____________________________________ b_plasma_toroidal_profile308___ 3.81521739130434812e+00 
Toroidal_field_in_plasma_at_point_309____________________________________ b_plasma_toroidal_profile309___ 3.80983930081759192e+00 
Toroidal_field_in_plasma_at_point_310____________________________________ b_plasma_toroidal_profile310___ 3.80447635135135176e+00 
Toroidal_field_in_plasma_at_point_311____________________________________ b_plasma_toroidal_profile311___ 3.79912847905538342e+00 
Toroidal_field_in_plasma_at_point_312____________________________________ b_plasma_toroidal_profile312___ 3.79379562043795593e+00 
Toroidal_field_in_plasma_at_point_313____________________________________ b_plasma_toroidal_profile313___ 3.78847771236333042e+00 
Toroidal_field_in_plasma_at_point_314____________________________________ b_plasma_toroidal_profile314___ 3.78317469204927237e+00 
Toroidal_field_in_plasma_at_point_315____________________________________ b_plasma_toroidal_profile315___ 3.77788649706457935e+00 
Toroidal_field_in_plasma_at_point_316____________________________________ b_plasma_toroidal_profile316___ 3.77261306532663276e+00 
Toroidal_field_in_plasma_at_point_317____________________________________ b_plasma_toroidal_profile317___ 3.76735433509896867e+00 
Toroidal_field_in_plasma_at_point_318____________________________________ b_plasma_toroidal_profile318___ 3.76211024498886415e+00 
