 # PROCESS #
 # Power Reactor Optimisation Code #
 # PROCESS #
 # Power Reactor Optimisation Code #
 PROCESS_version_________________________________________________________ (procver)_____________________     "3.1.0"
 fcutfsu_________________________________________________________________ (itvar032)____________________      8.4859680558247885E-01    
 fcutfsu_(final_value/initial_value)_____________________________________ (xcm032)______________________      1.0607460069780985E+00    
 fcutfsu_(range_normalised)______________________________________________ (nitvar032)___________________      7.9226546723290636E-01    
 cpttf___________________________________________________________________ (itvar033)____________________      8.4635153406421712E+04    
 cpttf_(final_value/initial_value)_______________________________________ (xcm033)______________________      1.3020792831757186E+00    
 cpttf_(range_normalised)________________________________________________ (nitvar033)___________________      7.8540613625686850E-01    
 fl_h_threshold__________________________________________________________ (itvar034)____________________      1.7125608031762871E+00    
 fl_h_threshold_(final_value/initial_value)______________________________ (xcm034)______________________      1.7125608031762871E+00    
 fl_h_threshold_(range_normalised)_______________________________________ (nitvar034)___________________      7.9173422575143010E-02    
 ftmargoh________________________________________________________________ (itvar035)____________________      9.9840943748270183E-01    
 ftmargoh_(final_value/initial_value)____________________________________ (xcm035)______________________      9.9840943748270183E-01    
 ftmargoh_(range_normalised)_____________________________________________ (nitvar035)___________________      9.9840784532802984E-01    
 f_nd_alpha_electron_____________________________________________________ (itvar036)____________________      8.4844332160037575E-02    
 f_nd_alpha_electron_(final_value/initial_value)_________________________ (xcm036)______________________      8.4844332160037572E-01    
 f_nd_alpha_electron_(range_normalised)__________________________________ (nitvar036)___________________      6.9688664320075144E-01    
 falpha_energy_confinement_______________________________________________ (itvar037)____________________      7.1453520459891717E-01    
 falpha_energy_confinement_(final_value/initial_value)___________________ (xcm037)______________________      7.1453520459891717E-01    
 falpha_energy_confinement_(range_normalised)____________________________ (nitvar037)___________________      7.1424945405297013E-01    
 fmaxvvstress____________________________________________________________ (itvar038)____________________      4.2335174945365750E-01    
 fmaxvvstress_(final_value/initial_value)________________________________ (xcm038)______________________      4.2335174945365750E-01    
 fmaxvvstress_(range_normalised)_________________________________________ (nitvar038)___________________      4.2277452397763515E-01    
 fpsepbqar_______________________________________________________________ (itvar039)____________________      1.0000000000000000E+00    
 fpsepbqar_(final_value/initial_value)___________________________________ (xcm039)______________________      1.0000000000000000E+00    
 fpsepbqar_(range_normalised)____________________________________________ (nitvar039)___________________      1.0000000000000000E+00    
 oh_steel_frac___________________________________________________________ (itvar040)____________________      5.1471644497580693E-01    
 oh_steel_frac_(final_value/initial_value)_______________________________ (xcm040)______________________      6.4339555621975864E-01    
 oh_steel_frac_(range_normalised)________________________________________ (nitvar040)___________________      5.4132396730854260E-01    
 foh_stress______________________________________________________________ (itvar041)____________________      9.3148574040069065E-01    
 foh_stress_(final_value/initial_value)__________________________________ (xcm041)______________________      9.3148574040069065E-01    
 foh_stress_(range_normalised)___________________________________________ (nitvar041)___________________      9.3141715755824894E-01    
 fimp(13)________________________________________________________________ (itvar042)____________________      5.8090734816424003E-04    
 fimp(13)_(final_value/initial_value)____________________________________ (xcm042)______________________      1.5287035478006317E+00    
 fimp(13)_(range_normalised)_____________________________________________ (nitvar042)___________________      5.8089792906216908E-02    
 dr_tf_wp________________________________________________________________ (itvar043)____________________      4.9742605730997608E-01    
 dr_tf_wp_(final_value/initial_value)____________________________________ (xcm043)______________________      9.9485211461995215E-01    
 dr_tf_wp_(range_normalised)_____________________________________________ (nitvar043)___________________      6.0891285818735034E-02    
 fne0____________________________________________________________________ (itvar044)____________________      5.9637992325323919E-01    
 fne0_(final_value/initial_value)________________________________________ (xcm044)______________________      5.9637992325323919E-01    
 fne0_(range_normalised)_________________________________________________ (nitvar044)___________________      5.9597589915239157E-01    
 Beta_consistency__________________normalised_residue____________________ (eq_con001)___________________      1.3741839133274425E-07    
 Global_power_balance_consistency__normalised_residue____________________ (eq_con002)___________________      1.8955907288287221E-08    
 Radial_build_consistency__________normalised_residue____________________ (eq_con011)___________________      7.9116002638102145E-10    
 Density_upper_limit_______________normalised_residue____________________ (eq_con005)___________________      6.0918046163038753E-08    
 Neutron_wall_load_upper_limit_____normalised_residue____________________ (eq_con008)___________________      1.1097550234318021E-07    
 Fusion_power_upper_limit__________normalised_residue____________________ (eq_con009)___________________      1.3430767209499095E-07    
 Burn_time_lower_limit_____________normalised_residue____________________ (eq_con013)___________________     -2.4792533381834403E-07    
 L-H_power_threshold_limit_________normalised_residue____________________ (eq_con015)___________________     -1.4371379641886506E-09    
 Injection_power_upper_limit_______normalised_residue____________________ (eq_con030)___________________     -6.6840983525828790E-08    
 Net_electric_power_lower_limit____normalised_residue____________________ (eq_con016)___________________     -4.2107374154110033E-07    
 Beta_upper_limit__________________normalised_residue____________________ (eq_con024)___________________      5.1412029744568599E-08    
 Peak_toroidal_field_upper_limit___normalised_residue____________________ (eq_con025)___________________     -9.7410949306819816E-09    
 CS_coil_EOF_current_density_limit_normalised_residue____________________ (eq_con026)___________________      1.5967223987445323E-08    
 CS_coil_BOP_current_density_limit_normalised_residue____________________ (eq_con027)___________________      1.8356464126512151E-08    
 I_op_/_I_critical_(TF_coil)_______normalised_residue____________________ (eq_con033)___________________     -2.9225003428390295E-07    
 Dump_voltage_upper_limit__________normalised_residue____________________ (eq_con034)___________________     -2.5501132727701048E-07    
 J_winding_pack/J_protection_limit_normalised_residue____________________ (eq_con035)___________________     -2.7166243032894499E-08    
 TF_coil_temp._margin_lower_limit__normalised_residue____________________ (eq_con036)___________________     -7.7947966525826473E-07    
 CS_temperature_margin_lower_limit_normalised_residue____________________ (eq_con060)___________________      6.4344355399370556E-08    
 f_alpha_energy_confinement________normalised_residue____________________ (eq_con062)___________________      5.9888435988142419E-08    
 Dump_time_set_by_VV_stress________normalised_residue____________________ (eq_con065)___________________     -3.2976451136423890E-07    
 CS_Tresca_yield_criterion_________normalised_residue____________________ (eq_con072)___________________     -6.8264177199850451E-08    
 ne0_>_neped_______________________normalised_residue____________________ (eq_con081)___________________     -7.9118908646869102E-08    
 Upper_Lim._on_Psep_*_Bt_/_q_A_R___normalised_residue____________________ (eq_con068)___________________      1.3485916650068930E-07    
 TF_coil_case_stress_upper_limit___normalised_residue____________________ (eq_con031)___________________     -2.2927584519827349E-07    
 TF_coil_conduit_stress_upper_lim__normalised_residue____________________ (eq_con032)___________________     -2.0759840391182394E-07    
 # Final Feasible Point #
 # Power Reactor Costs (1990 US$) #
 First_wall_/_blanket_life_(years)________________________________________ (bktlife_cal)__________________ 4.91700453965793027e+00
 Divertor_life_(years)____________________________________________________ (divlife_cal)__________________ 3.18153827188704375e+00
 Cost_of_electricity_(m$/kWh)_____________________________________________ (coe)__________________________ 5.10836493549823899e+02
 # Detailed Costings (1990 US$) #
 Acc.22_multiplier_for_Nth_of_a_kind______________________________________ (fkind)________________________ 1.00000000000000000e+00
 Level_of_Safety_Assurance_______________________________________________ (lsa)_________________________              4    
 # Structures and Site Facilities #
 Site_improvements,_facilities,_land_(M$)_________________________________ (c211)_________________________ 3.52000000000000028e+01
 Reactor_building_cost_(M$)_______________________________________________ (c212)_________________________ 4.50390461218540224e+02
 Turbine_building_cost_(M$)_______________________________________________ (c213)_________________________ 3.80000000000000000e+01
 Reactor_maintenance_building_cost_(M$)___________________________________ (c2141)________________________ 1.03067666768745809e+02
 Warm_shop_cost_(M$)______________________________________________________ (c2142)________________________ 5.76412769151048892e+01
 Tritium_building_cost_(M$)_______________________________________________ (c215)_________________________ 1.47999999999999989e+01
 Electrical_equipment_building_cost_(M$)__________________________________ (c216)_________________________ 1.95036679889642919e+01
 Additional_buildings_cost_(M$)___________________________________________ (c2171)________________________ 1.80000000000000000e+01
 Control_room_buildings_cost_(M$)_________________________________________ (c2172)________________________ 2.10000000000000000e+01
 Shop_and_warehouses_cost_(M$)____________________________________________ (c2173)________________________ 1.14999999999999982e+01
 Cryogenic_building_cost_(M$)_____________________________________________ (c2174)________________________ 7.51516266640770336e+00
 Total_account_21_cost_(M$)_______________________________________________ (c21)__________________________ 7.76618235557762887e+02
 # Reactor Systems #
 First_wall_cost_(M$)_____________________________________________________ (c2211)________________________ 1.91300792106019315e+02
 Blanket_beryllium_cost_(M$)______________________________________________ (c22121)_______________________ 2.61092739746854420e+02
 Blanket_breeder_material_cost_(M$)_______________________________________ (c22122)_______________________ 6.39846060645797252e+02
 Blanket_stainless_steel_cost_(M$)________________________________________ (c22123)_______________________ 8.07261782413769993e+01
 Blanket_vanadium_cost_(M$)_______________________________________________ (c22124)_______________________ 0.00000000000000000e+00
 Blanket_total_cost_(M$)__________________________________________________ (c2212)________________________ 9.81664978634028785e+02
 Bulk_shield_cost_(M$)____________________________________________________ (c22131)_______________________ 7.83942026831749672e+01
 Penetration_shielding_cost_(M$)__________________________________________ (c22132)_______________________ 7.83942026831749672e+01
 Total_shield_cost_(M$)___________________________________________________ (c2213)________________________ 1.56788405366349934e+02
 Total_support_structure_cost_(M$)________________________________________ (c2214)________________________ 4.01934752020657271e+01
 Divertor_cost_(M$)_______________________________________________________ (c2215)________________________ 4.16600318607235351e+01
 Total_account_221_cost_(M$)______________________________________________ (c221)_________________________ 1.41160768316918734e+03
 # Magnets #
 TF_coil_conductor_cost_(M$)______________________________________________ (c22211)_______________________ 1.23567819115101940e+02
 TF_coil_winding_cost_(M$)________________________________________________ (c22212)_______________________ 5.62503718379411808e+01
 TF_coil_case_cost_(M$)___________________________________________________ (c22213)_______________________ 4.19340596549824681e+02
 TF_intercoil_structure_cost_(M$)_________________________________________ (c22214)_______________________ 1.45698044171567716e+02
 TF_coil_gravity_support_structure_(M$)___________________________________ (c22215)_______________________ 4.39012324374034435e+01
 TF_magnet_assemblies_cost_(M$)___________________________________________ (c2221)________________________ 7.88758064111838962e+02
 PF_coil_conductor_cost_(M$)______________________________________________ (c22221)_______________________ 4.69917450159800751e+02
 PF_coil_winding_cost_(M$)________________________________________________ (c22222)_______________________ 7.75123127976511910e+01
 PF_coil_case_cost_(M$)___________________________________________________ (c22223)_______________________ 9.52955072751384193e+01
 PF_coil_support_structure_cost_(M$)______________________________________ (c22224)_______________________ 8.02634266971506705e+00
 PF_magnet_assemblies_cost_(M$)___________________________________________ (c2222)________________________ 6.50751612902305396e+02
 Vacuum_vessel_assembly_cost_(M$)_________________________________________ (c2223)________________________ 2.54042123805913832e+02
 Total_account_222_cost_(M$)______________________________________________ (c222)_________________________ 1.69355180082005836e+03
 # Power Injection #
 ECH_system_cost_(M$)_____________________________________________________ (c2231)________________________ 2.37541734455046338e+02
 Lower_hybrid_system_cost_(M$)____________________________________________ (c2232)________________________ 0.00000000000000000e+00
 Neutral_beam_system_cost_(M$)____________________________________________ (c2233)________________________ 0.00000000000000000e+00
 Total_account_223_cost_(M$)______________________________________________ (c223)_________________________ 2.37541734455046338e+02
 # Vacuum Systems #
 High_vacuum_pumps_cost_(M$)______________________________________________ (c2241)________________________ 1.24799999999999986e+01
 Backing_pumps_cost_(M$)__________________________________________________ (c2242)________________________ 4.67999999999999972e+00
 Vacuum_duct_cost_(M$)____________________________________________________ (c2243)________________________ 2.51007933231917058e+00
 Valves_cost_(M$)_________________________________________________________ (c2244)________________________ 5.71814624356241641e+00
 Duct_shielding_cost_(M$)_________________________________________________ (c2245)________________________ 0.00000000000000000e+00
 Instrumentation_cost_(M$)________________________________________________ (c2246)________________________ 1.30000000000000004e+00
 Total_account_224_cost_(M$)______________________________________________ (c224)_________________________ 2.66882255758815852e+01
 # Power Conditioning #
 TF_coil_power_supplies_cost_(M$)_________________________________________ (c22511)_______________________ 3.58545483112452690e+00
 TF_coil_breakers_cost_(M$)_______________________________________________ (c22512)_______________________ 3.34000391808162291e+01
 TF_coil_dump_resistors_cost_(M$)_________________________________________ (c22513)_______________________ 2.03002617051408834e+01
 TF_coil_instrumentation_and_control_(M$)_________________________________ (c22514)_______________________ 4.79999999999999982e+00
 TF_coil_bussing_cost_(M$)________________________________________________ (c22515)_______________________ 3.32401702108835124e+01
 Total,_TF_coil_power_costs_(M$)__________________________________________ (c2251)________________________ 9.53259259279651587e+01
 PF_coil_power_supplies_cost_(M$)_________________________________________ (c22521)_______________________ 3.21814072933640416e+00
 PF_coil_instrumentation_and_control_(M$)_________________________________ (c22522)_______________________ 3.59999999999999964e+00
 PF_coil_bussing_cost_(M$)________________________________________________ (c22523)_______________________ 1.19951999999999988e+01
 PF_coil_burn_power_supplies_cost_(M$)____________________________________ (c22524)_______________________ 1.26859124797425604e+00
 PF_coil_breakers_cost_(M$)_______________________________________________ (c22525)_______________________ 1.47093702844054572e+01
 PF_coil_dump_resistors_cost_(M$)_________________________________________ (c22526)_______________________ 4.50427417933849039e+00
 PF_coil_ac_breakers_cost_(M$)____________________________________________ (c22527)_______________________ 8.99999999999999911e-01
 Total,_PF_coil_power_costs_(M$)__________________________________________ (c2252)________________________ 4.01955764410546053e+01
 Total,_energy_storage_cost_(M$)__________________________________________ (c2253)________________________ 1.68728959337362454e+01
 Total_account_225_cost_(M$)______________________________________________ (c225)_________________________ 1.52394398302756031e+02
 # Heat Transport System #
 Pumps_and_piping_system_cost_(M$)________________________________________ (cpp)__________________________ 3.68381512985174737e+01
 Primary_heat_exchanger_cost_(M$)_________________________________________ (chx)__________________________ 7.18213663164321332e+01
 Total,_reactor_cooling_system_cost_(M$)__________________________________ (c2261)________________________ 1.08659517614949607e+02
 Pumps,_piping_cost_(M$)__________________________________________________ (cppa)_________________________ 2.91074607455708936e+01
 Total,_auxiliary_cooling_system_cost_(M$)________________________________ (c2262)________________________ 2.91074607455708936e+01
 Total,_cryogenic_system_cost_(M$)________________________________________ (c2263)________________________ 1.91451549915874608e+02
 Total_account_226_cost_(M$)______________________________________________ (c226)_________________________ 3.29218528276395091e+02
 # Fuel Handling System #
 Fuelling_system_cost_(M$)________________________________________________ (c2271)________________________ 2.23000000000000007e+01
 Fuel_processing_and_purification_cost_(M$)_______________________________ (c2272)________________________ 1.02786107698319029e+02
 Atmospheric_recovery_systems_cost_(M$)___________________________________ (c2273)________________________ 5.78509215173390672e+01
 Nuclear_building_ventilation_cost_(M$)___________________________________ (c2274)________________________ 6.89752912841944550e+01
 Total_account_227_cost_(M$)______________________________________________ (c227)_________________________ 2.51912320499852569e+02
 # Instrumentation and Control #
 Instrumentation_and_control_cost_(M$)____________________________________ (c228)_________________________ 1.50000000000000000e+02
 # Maintenance Equipment #
 Maintenance_equipment_cost_(M$)__________________________________________ (c229)_________________________ 1.25000000000000000e+02
 # Total Account 22 Cost #
 Total_account_22_cost_(M$)_______________________________________________ (c22)__________________________ 4.37791469109917762e+03
 # Turbine Plant Equipment #
 Turbine_plant_equipment_cost_(M$)________________________________________ (c23)__________________________ 1.76507165727624198e+02
 # Electric Plant Equipment #
 Switchyard_equipment_cost_(M$)___________________________________________ (c241)_________________________ 1.83999999999999986e+01
 Transformers_cost_(M$)___________________________________________________ (c242)_________________________ 7.49932892613937341e+00
 Low_voltage_equipment_cost_(M$)__________________________________________ (c243)_________________________ 6.60279953874289838e+00
 Diesel_backup_equipment_cost_(M$)________________________________________ (c244)_________________________ 6.79999999999999982e+00
 Auxiliary_facilities_cost_(M$)___________________________________________ (c245)_________________________ 1.50000000000000000e+00
 Total_account_24_cost_(M$)_______________________________________________ (c24)__________________________ 4.08021284648822657e+01
 # Miscellaneous Plant Equipment #
 Miscellaneous_plant_equipment_cost_(M$)__________________________________ (c25)__________________________ 2.50000000000000000e+01
 # Heat Rejection System #
 Heat_rejection_system_cost_(M$)__________________________________________ (c26)__________________________ 5.00058599138593536e+01
 # Plant Direct Cost #
 Plant_direct_cost_(M$)___________________________________________________ (cdirt)________________________ 5.44684808076330592e+03
 # Reactor Core Cost #
 Reactor_core_cost_(M$)___________________________________________________ (crctcore)_____________________ 3.34270121844429241e+03
 # Indirect Cost #
 Indirect_cost_(M$)_______________________________________________________ (c9)___________________________ 1.81652383493456227e+03
 # Total Contingency #
 Total_contingency_(M$)___________________________________________________ (ccont)________________________ 1.41635752356108424e+03
 # Constructed Cost #
 Constructed_cost_(M$)____________________________________________________ (concost)______________________ 8.67972943925895197e+03
 # Interest during Construction #
 Interest_during_construction_(M$)________________________________________ (moneyint)_____________________ 1.43215535747772742e+03
 # Total Capital Investment #
 Total_capital_investment_(M$)____________________________________________ (capcost)______________________ 1.01118847967366801e+04
 # Plant Availability #
 Allowable_blanket_neutron_fluence_(MW-yr/m2)_____________________________ (abktflnc)_____________________ 5.00000000000000000e+00
 Allowable_divertor_heat_fluence_(MW-yr/m2)_______________________________ (adivflnc)_____________________ 7.00000000000000000e+00
 First_wall_/_blanket_lifetime_(years)____________________________________ (bktlife)______________________ 6.14625567457241218e+00 OP
 Divertor_lifetime_(years)________________________________________________ (divlife)______________________ 3.97692283985880435e+00 OP
 Heating/CD_system_lifetime_(years)_______________________________________ (cdrlife)______________________ 6.14625567457241218e+00 OP
 Total_plant_lifetime_(years)_____________________________________________ (tlife)________________________ 3.00000000000000000e+01
 Total_plant_availability_fraction________________________________________ (cfactr)_______________________ 8.00000000000000044e-01
 Number_of_fusion_cycles_to_reach_allowable_fw/blanket_DPA________________ (bktcycles)____________________ 1.57619202614012211e+04
 # Plasma #
 Tokamak_aspect_ratio_=_Conventional,_itart_=_0__________________________ (itart)_______________________              0    
 Plasma_shaping_model____________________________________________________ (i_plasma_shape)______________              0    
 Major_radius_(m)_________________________________________________________ (rmajor)_______________________ 8.00000000000000000e+00
 Minor_radius_(m)_________________________________________________________ (rminor)_______________________ 2.66666666666666652e+00 OP
 Aspect_ratio_____________________________________________________________ (aspect)_______________________ 3.00000000000000000e+00
 Plasma_squareness________________________________________________________ (plasma_square)________________ 0.00000000000000000e+00 IP
 Elongation,_X-point_(input_value_used)___________________________________ (kappa)________________________ 1.85000000000000009e+00 IP
 Elongation,_95%_surface_(calculated_from_kappa)__________________________ (kappa95)______________________ 1.65178571428571419e+00 OP
 Triangularity,_X-point_(input_value_used)________________________________ (triang)_______________________ 5.00000000000000000e-01 IP
 Triangularity,_95%_surface_(calculated_from_triang)______________________ (triang95)_____________________ 3.33333333333333315e-01 OP
 Plasma_poloidal_perimeter_(m)____________________________________________ (len_plasma_poloidal)__________ 2.40813671395254119e+01 OP
 Plasma_cross-sectional_area_(m2)_________________________________________ (a_plasma_poloidal)____________ 3.83982222363715096e+01 OP
